idx,logprob,params
209,-7.098309516906738,2614341888
210,-7.920516014099121,2614341888
211,-7.235651016235352,2614341888
212,-8.147161483764648,2614341888
213,-6.591269493103027,2614341888
214,-5.576615333557129,2614341888
215,-8.22447681427002,2614341888
216,-8.17276382446289,2614341888
217,-9.117051124572754,2614341888
218,-8.125205993652344,2614341888
219,-9.153092384338379,2614341888
220,-8.798471450805664,2614341888
221,-8.975253105163574,2614341888
222,-8.62402057647705,2614341888
223,-8.524136543273926,2614341888
224,-9.240095138549805,2614341888
225,-9.661175727844238,2614341888
226,-1.8118658065795898,2614341888
227,-2.20717716217041,2614341888
228,-2.045228958129883,2614341888
229,-2.355292320251465,2614341888
230,-2.702054023742676,2614341888
231,-2.491236686706543,2614341888
232,-2.715902328491211,2614341888
233,-2.7254581451416016,2614341888
234,-3.6460533142089844,2614341888
235,-2.8106698989868164,2614341888
236,-4.704739570617676,2614341888
237,-2.3785438537597656,2614341888
238,-2.0662803649902344,2614341888
239,-2.480243682861328,2614341888
240,-4.010960578918457,2614341888
241,-2.935185432434082,2614341888
242,-3.6353282928466797,2614341888
243,-3.288614273071289,2614341888
244,-2.822922706604004,2614341888
245,-3.4671831130981445,2614341888
246,-3.2412424087524414,2614341888
247,-2.6013355255126953,2614341888
248,-3.766026496887207,2614341888
249,-2.9436588287353516,2614341888
250,-2.5243005752563477,2614341888
251,-2.6552610397338867,2614341888
252,-2.3945608139038086,2614341888
253,-3.803863525390625,2614341888
254,-2.1822738647460938,2614341888
255,-6.077320098876953,2614341888
256,-4.443155288696289,2614341888
257,-2.19692325592041,2614341888
258,-4.1161394119262695,2614341888
259,-3.2182559967041016,2614341888
260,-5.182624816894531,2614341888
261,-2.761887550354004,2614341888
262,-2.9170360565185547,2614341888
263,-5.483491897583008,2614341888
264,-2.662137985229492,2614341888
265,-6.292920112609863,2614341888
266,-4.892428398132324,2614341888
267,-4.605251312255859,2614341888
268,-3.2017459869384766,2614341888
269,-2.9113807678222656,2614341888
270,-4.610230445861816,2614341888
271,-3.402005195617676,2614341888
272,-4.3844804763793945,2614341888
273,-5.591055870056152,2614341888
274,-5.68330192565918,2614341888
275,-4.722246170043945,2614341888
276,-7.674803256988525,2614341888
277,-4.886127471923828,2614341888
278,-4.745016098022461,2614341888
279,-6.212961196899414,2614341888
280,-6.934919357299805,2614341888
281,-3.558926582336426,2614341888
282,-5.211939811706543,2614341888
283,-5.688154220581055,2614341888
284,-6.31302547454834,2614341888
285,-6.506659507751465,2614341888
286,-3.4244813919067383,2614341888
287,-2.7599058151245117,2614341888
288,-2.8277320861816406,2614341888
289,-3.188055992126465,2614341888
290,-3.6966018676757812,2614341888
291,-3.1669864654541016,2614341888
292,-3.5169143676757812,2614341888
293,-3.814455032348633,2614341888
294,-3.2717370986938477,2614341888
295,-4.982481956481934,2614341888
296,-3.131906509399414,2614341888
297,-3.5125226974487305,2614341888
298,-3.253602981567383,2614341888
299,-3.035623550415039,2614341888
300,-3.1124629974365234,2614341888
301,-5.8098344802856445,2614341888
302,-3.234926223754883,2614341888
303,-3.718606948852539,2614341888
304,-2.99704647064209,2614341888
305,-2.560688018798828,2614341888
306,-3.085172653198242,2614341888
307,-2.7735185623168945,2614341888
308,-2.801478385925293,2614341888
309,-3.0888471603393555,2614341888
310,-3.065556526184082,2614341888
311,-2.6657886505126953,2614341888
312,-5.259525299072266,2614341888
313,-3.308262825012207,2614341888
314,-3.252105712890625,2614341888
315,-3.2240543365478516,2614341888
316,-3.5353431701660156,2614341888
317,-3.294757843017578,2614341888
318,-3.361050605773926,2614341888
319,-4.189371109008789,2614341888
320,-3.7299604415893555,2614341888
321,-2.7330589294433594,2614341888
322,-4.76821231842041,2614341888
323,-3.5326452255249023,2614341888
324,-3.3299646377563477,2614341888
325,-4.099149703979492,2614341888
326,-3.405282974243164,2614341888
327,-2.9464340209960938,2614341888
328,-3.5181827545166016,2614341888
329,-4.393309593200684,2614341888
330,-2.8979549407958984,2614341888
331,-3.790679931640625,2614341888
332,-3.8515491485595703,2614341888
333,-5.182450294494629,2614341888
334,-4.453695297241211,2614341888
335,-4.777563095092773,2614341888
336,-3.096676826477051,2614341888
337,-4.137022972106934,2614341888
338,-3.651494026184082,2614341888
339,-5.13531494140625,2614341888
340,-4.441841125488281,2614341888
341,-5.006833076477051,2614341888
342,-3.529926300048828,2614341888
343,-2.667168617248535,2614341888
344,-3.342160224914551,2614341888
345,-3.3751049041748047,2614341888
346,-3.8693017959594727,2614341888
347,-3.965031623840332,2614341888
348,-4.143590927124023,2614341888
349,-4.339789390563965,2614341888
350,-4.209115028381348,2614341888
351,-4.401396751403809,2614341888
352,-4.443163871765137,2614341888
353,-3.573028564453125,2614341888
354,-6.93977165222168,2614341888
355,-2.8864784240722656,2614341888
356,-4.358463287353516,2614341888
357,-3.189276695251465,2614341888
358,-3.7131357192993164,2614341888
359,-3.3603811264038086,2614341888
360,-4.123064041137695,2614341888
361,-6.055365085601807,2614341888
362,-6.31735897064209,2614341888
363,-3.2249622344970703,2614341888
364,-3.1600351333618164,2614341888
365,-3.6007556915283203,2614341888
366,-5.009377479553223,2614341888
367,-3.3825206756591797,2614341888
368,-4.62153434753418,2614341888
369,-6.2631025314331055,2614341888
370,-3.8562498092651367,2614341888
371,-4.925838470458984,2614341888
372,-4.873273849487305,2614341888
373,-4.908743858337402,2614341888
374,-3.5741958618164062,2614341888
375,-2.996583938598633,2614341888
376,-6.34046745300293,2614341888
377,-4.586968421936035,2614341888
378,-2.3914060592651367,2614341888
379,-4.302254676818848,2614341888
380,-5.99854850769043,2614341888
381,-5.153467178344727,2614341888
382,-4.885245323181152,2614341888
383,-3.6770572662353516,2614341888
384,-3.2466773986816406,2614341888
385,-5.482309341430664,2614341888
386,-3.685275077819824,2614341888
387,-7.193610191345215,2614341888
388,-4.593198776245117,2614341888
389,-3.850884437561035,2614341888
390,-5.8767194747924805,2614341888
391,-4.359369277954102,2614341888
392,-6.563616752624512,2614341888
393,-3.8025379180908203,2614341888
394,-3.028170585632324,2614341888
395,-4.1732072830200195,2614341888
396,-6.976226806640625,2614341888
397,-3.678879737854004,2614341888
398,-2.9488296508789062,2614341888
399,-4.283517837524414,2614341888
400,-3.410196304321289,2614341888
401,-5.134435653686523,2614341888
402,-4.395723342895508,2614341888
403,-4.219857215881348,2614341888
404,-3.8552732467651367,2614341888
405,-3.9076194763183594,2614341888
406,-3.900911331176758,2614341888
407,-3.7976865768432617,2614341888
408,-3.525117874145508,2614341888
409,-3.9876976013183594,2614341888
410,-3.7737112045288086,2614341888
411,-4.274078369140625,2614341888
412,-3.867778778076172,2614341888
413,-3.4531383514404297,2614341888
414,-5.598476409912109,2614341888
415,-4.344586372375488,2614341888
416,-4.240597724914551,2614341888
417,-2.584681510925293,2614341888
418,-3.5966110229492188,2614341888
419,-3.909954071044922,2614341888
420,-3.156447410583496,2614341888
421,-3.7616586685180664,2614341888
422,-4.843329429626465,2614341888
423,-3.777128219604492,2614341888
424,-3.792757987976074,2614341888
425,-3.9450979232788086,2614341888
426,-3.8986921310424805,2614341888
427,-5.9352617263793945,2614341888
428,-4.239239692687988,2614341888
429,-4.195555686950684,2614341888
430,-4.99800968170166,2614341888
431,-3.9936389923095703,2614341888
432,-6.198735237121582,2614341888
433,-4.6733245849609375,2614341888
434,-4.8241729736328125,2614341888
435,-4.3195953369140625,2614341888
436,-3.8169679641723633,2614341888
437,-5.0181989669799805,2614341888
438,-4.974322319030762,2614341888
439,-4.819817543029785,2614341888
440,-4.315288543701172,2614341888
441,-4.968962669372559,2614341888
442,-4.3921003341674805,2614341888
443,-6.425384998321533,2614341888
444,-5.1512556076049805,2614341888
445,-5.865828514099121,2614341888
446,-9.296856880187988,2614341888
447,-6.443961143493652,2614341888
448,-4.460553169250488,2614341888
449,-4.773387908935547,2614341888
450,-4.91434383392334,2614341888
451,-5.766955375671387,2614341888
452,-2.4471311569213867,2614341888
453,-2.127943992614746,2614341888
454,-2.5222339630126953,2614341888
455,-2.601278305053711,2614341888
456,-2.215792655944824,2614341888
457,-2.3333616256713867,2614341888
458,-2.0225677490234375,2614341888
459,-2.0910329818725586,2614341888
460,-1.9511241912841797,2614341888
461,-2.463275909423828,2614341888
462,-2.31466007232666,2614341888
463,-2.4774999618530273,2614341888
464,-2.5750513076782227,2614341888
465,-2.2597389221191406,2614341888
466,-1.9954805374145508,2614341888
467,-2.190262794494629,2614341888
468,-2.5251474380493164,2614341888
469,-2.4471139907836914,2614341888
470,-2.596508026123047,2614341888
471,-2.0019712448120117,2614341888
472,-2.481426239013672,2614341888
473,-1.748133659362793,2614341888
474,-2.5446910858154297,2614341888
475,-2.6566648483276367,2614341888
476,-1.9766836166381836,2614341888
477,-2.7640209197998047,2614341888
478,-2.059507369995117,2614341888
479,-2.822093963623047,2614341888
480,-2.2320775985717773,2614341888
481,-2.5906553268432617,2614341888
482,-2.4775238037109375,2614341888
483,-2.490093231201172,2614341888
484,-7.397692680358887,2614341888
485,-2.5647764205932617,2614341888
486,-2.3398828506469727,2614341888
487,-2.2417755126953125,2614341888
488,-2.184762954711914,2614341888
489,-2.1699867248535156,2614341888
490,-2.2008934020996094,2614341888
491,-2.7770280838012695,2614341888
492,-2.2722549438476562,2614341888
493,-2.406871795654297,2614341888
494,-2.1190567016601562,2614341888
495,-2.0976123809814453,2614341888
496,-1.6310949325561523,2614341888
497,-2.6544694900512695,2614341888
498,-2.309048652648926,2614341888
499,-1.9584970474243164,2614341888
500,-2.300053596496582,2614341888
501,-2.0275964736938477,2614341888
502,-2.1400270462036133,2614341888
503,-2.447340965270996,2614341888
504,-1.5470199584960938,2614341888
505,-3.605253219604492,2614341888
506,-3.461700439453125,2614341888
507,-3.4472856521606445,2614341888
508,-3.4105281829833984,2614341888
509,-3.518721580505371,2614341888
510,-3.9212560653686523,2614341888
511,-4.148260116577148,2614341888
512,-3.4234323501586914,2614341888
513,-3.6838035583496094,2614341888
514,-3.4637441635131836,2614341888
515,-3.604177474975586,2614341888
516,-3.899555206298828,2614341888
517,-3.920520782470703,2614341888
518,-3.326239585876465,2614341888
519,-3.707090377807617,2614341888
520,-3.682882308959961,2614341888
521,-3.6532936096191406,2614341888
522,-3.577981948852539,2614341888
523,-3.7223215103149414,2614341888
524,-2.9369993209838867,2614341888
525,-3.222050666809082,2614341888
526,-3.4596710205078125,2614341888
527,-3.6181507110595703,2614341888
528,-3.94010066986084,2614341888
529,-3.681748390197754,2614341888
530,-3.0655994415283203,2614341888
531,-3.5994768142700195,2614341888
532,-3.357667922973633,2614341888
533,-3.367839813232422,2614341888
534,-3.7117395401000977,2614341888
535,-4.093842506408691,2614341888
536,-3.3048133850097656,2614341888
537,-3.2477521896362305,2614341888
538,-2.987089157104492,2614341888
539,-3.3053951263427734,2614341888
540,-3.5299253463745117,2614341888
541,-3.2681617736816406,2614341888
542,-3.6318702697753906,2614341888
543,-3.5648956298828125,2614341888
544,-3.661052703857422,2614341888
545,-3.4771947860717773,2614341888
546,-3.6311473846435547,2614341888
547,-4.224895477294922,2614341888
548,-3.1330041885375977,2614341888
549,-3.654597282409668,2614341888
550,-4.108664512634277,2614341888
551,-3.500269889831543,2614341888
552,-3.9450225830078125,2614341888
553,-5.003237724304199,2614341888
554,-4.046924591064453,2614341888
555,-3.8569698333740234,2614341888
556,-3.5105371475219727,2614341888
557,-2.7830734252929688,2614341888
558,-4.033483505249023,2614341888
559,-4.523628234863281,2614341888
560,-4.048820495605469,2614341888
561,-3.4308528900146484,2614341888
562,-6.96097469329834,2614341888
563,-5.196418762207031,2614341888
564,-3.9585018157958984,2614341888
